item_id,date,text,headline,summary,link,section,category,read_time,concept,entity,synthesis,had_bleed,cluster
e60fe4a245b6,2026-06-22,"optimizing models to be fast at codegen. Morph LLM optimizes open coding models by training a drafter on coding output, not the internet, for faster speculative decoding, achieving a 3.07x speedup. Autoresearch automates kernel tuning for low-demand GPUs like NVIDIA and AMD, enhancing warp-decode kernels to reach 162 tok/s on affordable hardware. Interconnect over PCIe replaces expensive NVLink using custom kernels, maintaining performance by sharing caches via TCP, cutting time-to-first-token by 84%.",OPTIMIZING MODELS TO BE FAST AT CODEGEN,"Morph LLM optimizes open coding models by training a drafter on coding output, not the internet, for faster speculative decoding, achieving a 3.07x speedup. Autoresearch automates kernel tuning for low-demand GPUs like NVIDIA and AMD, enhancing warp-decode kernels to reach 162 tok/s on affordable hardware. Interconnect over PCIe replaces expensive NVLink using custom kernels, maintaining performance by sharing caches via TCP, cutting time-to-first-token by 84%.",https://www.morphllm.com/blog/codegen-inference-research?utm_source=tldrai,Engineering & Research,AI Research & Science,8 MINUTE READ,,,,False,4
12072abb12b0,2026-06-22,"auditing diffusiongemma transparency. A transparency audit found that DiffusionGemma remained similarly monitorable to Gemma despite its diffusion-based architecture. The analysis highlighted a gap between variable transparency and algorithmic transparency, and explored phenomena such as non-chronological reasoning, token smearing, and intermediate-context reasoning.",AUDITING DIFFUSIONGEMMA TRANSPARENCY,"A transparency audit found that DiffusionGemma remained similarly monitorable to Gemma despite its diffusion-based architecture. The analysis highlighted a gap between variable transparency and algorithmic transparency, and explored phenomena such as non-chronological reasoning, token smearing, and intermediate-context reasoning.",https://www.lesswrong.com/posts/zoYXpdaMgFT43Wc24/how-transparent-is-diffusiongemma-and-why-it-matters?utm_source=tldrai,Deep Dives & Analysis,AI Safety & Policy,9 MINUTE READ,,,,False,2
390132a471ad,2026-06-22,"ai pauses. Claude Fable 5 and Claude Mythos 5 were shut down by the White House via an imposition of export controls. The Trump Administration said it was due to a jailbreak of Fable - this turned out to just be saying 'fix this code'. Anthropic has been told to fix this 'jailbreak', which is impossible. It's now been over a week since the pause in deployment and the situation has yet to improve.",AI PAUSES,"Claude Fable 5 and Claude Mythos 5 were shut down by the White House via an imposition of export controls. The Trump Administration said it was due to a jailbreak of Fable - this turned out to just be saying 'fix this code'. Anthropic has been told to fix this 'jailbreak', which is impossible. It's now been over a week since the pause in deployment and the situation has yet to improve.",https://thezvi.substack.com/p/ai-173-ai-pauses?utm_source=tldrai,Deep Dives & Analysis,AI Safety & Policy,74 MINUTE READ,,Anthropic;Claude Fable 5 / Mythos 5 (Anthropic),,False,2
bda919e0b0e2,2026-06-22,"nobel laureate john jumper is leaving deepmind for rival anthropic. Nobel laureate John Jumper is leaving DeepMind for Anthropic after nine years. Jumper, who co-led the AlphaFold team, won a Nobel Prize for predicting protein structures. His departure follows struggles at DeepMind in selling coding tools to businesses.",NOBEL LAUREATE JOHN JUMPER IS LEAVING DEEPMIND FOR RIVAL ANTHROPIC,"Nobel laureate John Jumper is leaving DeepMind for Anthropic after nine years. Jumper, who co-led the AlphaFold team, won a Nobel Prize for predicting protein structures. His departure follows struggles at DeepMind in selling coding tools to businesses.",https://techcrunch.com/2026/06/20/nobel-laureate-john-jumper-is-leaving-deepmind-for-rival-anthropic/?utm_source=tldrai,Headlines & Launches,AI Business & Funding,1 MINUTE READ,,Anthropic;Google,,False,2
016bb04b7921,2026-06-22,"sakana fugu. Sakana Fugu is a multi-agent system that behaves like a single model. Fugu can decide whether to handle requests directly or coordinate a team of expert models. It manages model selection, delegation, verification, and synthesis. Users simply call one model, and a coordinated system of experts does the work. Sakana Fugu and Fugu Ultra are available today through a single OpenAI-compatible API.",SAKANA FUGU,"Sakana Fugu is a multi-agent system that behaves like a single model. Fugu can decide whether to handle requests directly or coordinate a team of expert models. It manages model selection, delegation, verification, and synthesis. Users simply call one model, and a coordinated system of experts does the work. Sakana Fugu and Fugu Ultra are available today through a single OpenAI-compatible API.",https://threadreaderapp.com/thread/2068862070062485867.html?utm_source=tldrai,Headlines & Launches,Agentic AI,3 MINUTE READ,,,,False,9
ded46acd09e9,2026-06-22,"from prompting agents to loop engineering. AI coding workflows are shifting from prompt engineering to loop engineering, where developers build systems that repeatedly prompt, evaluate, and re-prompt agents until a measurable goal is achieved.",FROM PROMPTING AGENTS TO LOOP ENGINEERING,"AI coding workflows are shifting from prompt engineering to loop engineering, where developers build systems that repeatedly prompt, evaluate, and re-prompt agents until a measurable goal is achieved.",https://links.tldrnewsletter.com/OvGkNl,Engineering & Research,Agentic AI,12 MINUTE READ,,,,False,18
2fd97ee6fe05,2026-06-23,"using codex for long-running projects. This guide outlines strategies for treating Codex as a persistent workspace that can maintain context across extended projects. It covers workflow management, task decomposition, and techniques for balancing autonomous execution with human oversight.",USING CODEX FOR LONG-RUNNING PROJECTS,"This guide outlines strategies for treating Codex as a persistent workspace that can maintain context across extended projects. It covers workflow management, task decomposition, and techniques for balancing autonomous execution with human oversight.",https://links.tldrnewsletter.com/sFNfjC,Engineering & Research,AI Coding Tools,18 MINUTE READ,,,,False,6
49587df5a56c,2026-06-23,"tencent tests ai assistant in china's most popular app as it looks to catch up with rivals. Tencent is testing Xiaowei, an AI assistant, within WeChat to enhance user interaction and challenge AI competitors like Alibaba in China.",TENCENT TESTS AI ASSISTANT IN CHINA'S MOST POPULAR APP AS IT LOOKS TO CATCH UP WITH RIVALS,"Tencent is testing Xiaowei, an AI assistant, within WeChat to enhance user interaction and challenge AI competitors like Alibaba in China.",https://www.cnbc.com/2026/06/22/tencent-ai-assistant-wechat-china.html?utm_source=tldrai,Quick Links,AI Products & Applications,3 MINUTE READ,,,,False,11
27631518ddc3,2026-06-23,"anthropic prepares cowork support for mobile apps. Anthropic plans to expand its Cowork system to mobile apps, enabling task scheduling and viewing across devices.",ANTHROPIC PREPARES COWORK SUPPORT FOR MOBILE APPS,"Anthropic plans to expand its Cowork system to mobile apps, enabling task scheduling and viewing across devices.",https://www.testingcatalog.com/anthropic-prepares-cowork-support-for-mobile-apps/?utm_source=tldrai,Quick Links,AI Products & Applications,2 MINUTE READ,,,,False,13
b41a1a042142,2026-06-23,claude-sonnet-5. The slug 'claude-sonnet-5' has appeared on an Anthropic partner provider.,CLAUDE-SONNET-5,The slug 'claude-sonnet-5' has appeared on an Anthropic partner provider.,https://links.tldrnewsletter.com/RJev82,Quick Links,AI Model Releases,1 MINUTE READ,,,,False,17
de02dc4ba2d0,2026-06-23,"loop engineering clearly explained. Loop engineering shifts AI development from manually prompting agents to designing autonomous systems that decide what to work on, execute tasks, verify outcomes, and improve over time. The core agent loop is simple, but the hard problems are defining reliable stopping conditions, preventing context rot, designing agent-friendly tools, and building verification mechanisms that can independently judge success.",LOOP ENGINEERING CLEARLY EXPLAINED,"Loop engineering shifts AI development from manually prompting agents to designing autonomous systems that decide what to work on, execute tasks, verify outcomes, and improve over time. The core agent loop is simple, but the hard problems are defining reliable stopping conditions, preventing context rot, designing agent-friendly tools, and building verification mechanisms that can independently judge success.",https://links.tldrnewsletter.com/Vjfg7N,Engineering & Research,Agentic AI,7 MINUTE READ,,,,False,18
5f95a351d510,2026-06-23,anthropic says claude may want to see your id. Anthropic may require identity verification in certain circumstances starting on July 8. The company has not provided specific examples of when users will be asked to provide government-issued documents. An Anthropic spokesperson claims that the change will only apply to a small subset of users whose accounts are flagged but not outright banned. Anthropic uses Persona as its identity-checking provider.,ANTHROPIC SAYS CLAUDE MAY WANT TO SEE YOUR ID,Anthropic may require identity verification in certain circumstances starting on July 8. The company has not provided specific examples of when users will be asked to provide government-issued documents. An Anthropic spokesperson claims that the change will only apply to a small subset of users whose accounts are flagged but not outright banned. Anthropic uses Persona as its identity-checking provider.,https://techcrunch.com/2026/06/22/anthropic-says-claude-may-want-to-see-your-id/?utm_source=tldrai,Engineering & Research,AI Safety & Policy,4 MINUTE READ,,,,False,13
